,open,high,low,close,volume
2020-01-02,269.86,270.83,266.58,270.79,506791
2020-01-03,268.07,271.98,267.07,269.57,493104
2020-01-06,268.13,270.35,266.78,270.27,409372
2020-01-07,268.12,271.25,267.34,270.07,388388
2020-01-08,270.77,275.82,268.9,275.28,702061
2020-01-09,273.06,282.89,273.06,279.35,810809
2020-01-10,280.11,281.12,277.5,278.84,320202
2020-01-13,279.85,283.3,279.48,282.85,408418
2020-01-14,282.02,283.88,281.2,281.52,447225
2020-01-15,281.96,285.87,281.96,284.64,425508
2020-01-16,284.57,287.45,284.38,286.51,354137
2020-01-17,287.69,287.74,282.44,284.23,488824
2020-01-21,284.18,285.22,281.77,282.04,464631
2020-01-22,283.54,284.5,282.17,282.34,325694
2020-01-23,282.29,286.17,281.2,286.02,322785
2020-01-24,287.22,287.68,281.25,283.44,244173
2020-01-27,278.03,281.05,276.03,278.62,516840
2020-01-28,278.22,280.66,277.83,277.96,335355
2020-01-29,278.85,282.25,274.8,280.25,480215
2020-01-30,275.48,283.5,275.2,283.2,334643
2020-01-31,282.14,284.62,278.38,278.97,696918
2020-02-03,280.41,284.8,279.31,282.01,480002
2020-02-04,285.35,286.89,283.04,285.96,529893
2020-02-05,289.82,291.88,288.415,291.34,576482
2020-02-06,292.47,294.74,291.34,293.65,438722
2020-02-07,291.63,294.25,290.68,291.58,366057
2020-02-10,291.6,292.84,289.21,292.62,384969
2020-02-11,294.04,294.75,292.27,293.49,263142
2020-02-12,294.52,297.9,293.25,297.12,417112
2020-02-13,295.41,300.12,295.41,298.1,442088
2020-02-14,298.71,301.24,297.37,300.88,263878
2020-02-18,300.93,302.67,298.83,302.51,386638
2020-02-19,303.8,304.81,302.73,304.26,295977
2020-02-20,302.51,304.57,296.71,297.7,585068
2020-02-21,294.89,296.73,292.24,293.36,500297
2020-02-24,285.62,290.32,284.46,288.16,592272
2020-02-25,288.11,289.69,279.3,279.88,875384
2020-02-26,281.85,287.07,281.6,283.91,707388
2020-02-27,277.8,280.45,269.31,269.55,932794
2020-02-28,255.52,267.52,255.0,266.74,1392276
2020-03-02,266.06,279.76,264.47,279.6,1058056
2020-03-03,277.39,286.63,270.86,272.37,895810
2020-03-04,280.54,286.14,275.5,286.11,681804
2020-03-05,278.22,283.25,272.12,275.04,651865
2020-03-06,264.87,273.76,263.6,272.32,835473
2020-03-09,258.97,259.76,248.62,250.84,1113421
2020-03-10,257.26,268.9,253.24,268.42,911624
2020-03-11,259.98,262.33,245.67,250.41,665033
2020-03-12,231.98,236.02,214.24,225.69,1942683
2020-03-13,233.25,244.07,223.61,243.58,1253540
2020-03-16,197.57,207.68,197.57,202.51,1741011
2020-03-17,206.56,210.65,195.85,209.12,1878243
2020-03-18,173.57,182.39,163.19,177.98,1863736
2020-03-19,176.23,185.37,160.39,183.0,1430908
2020-03-20,180.17,189.42,167.35,175.09,2573685
2020-03-23,177.22,177.22,154.33,157.06,1642876
2020-03-24,165.82,178.76,165.31,173.8,1375724
2020-03-25,174.22,200.56,168.86,192.33,1677215
2020-03-26,194.36,197.98,182.54,192.58,1731574
2020-03-27,187.44,187.75,180.0,181.57,1005619
2020-03-30,181.9,183.6,175.35,180.45,1073752
2020-03-31,178.49,179.58,171.92,173.22,1613673
2020-04-01,165.44,167.38,160.55,162.69,1114170
2020-04-02,160.25,167.29,158.89,165.19,1437310
2020-04-03,163.26,167.5,162.19,164.23,1007933
2020-04-06,169.0,180.6,168.28,179.49,1343113
2020-04-07,190.78,195.33,185.35,185.9,1611244
2020-04-08,188.48,193.97,185.51,192.41,943075
2020-04-09,197.94,207.15,197.51,198.74,934436
2020-04-13,198.75,198.85,191.46,195.08,761660
2020-04-14,200.66,203.95,198.64,201.7,844998
2020-04-15,196.76,197.01,186.11,187.07,915198
2020-04-16,189.32,191.13,186.49,190.64,763409
2020-04-17,198.99,204.75,196.61,204.16,812008
2020-04-20,200.02,202.55,193.21,193.91,775142
2020-04-21,189.85,191.89,187.98,190.5,698439
2020-04-22,193.6,198.8,192.8,197.44,669232
2020-04-23,198.16,203.56,198.16,199.42,955779
2020-04-24,201.28,202.67,198.27,200.18,760937
2020-04-27,201.68,213.06,200.0,212.47,649534
2020-04-28,219.28,223.2,214.41,218.17,1216444
2020-04-29,223.1,232.1,221.27,230.95,997090
2020-04-30,228.0,228.26,221.01,221.83,827261
2020-05-01,216.98,218.15,210.97,211.81,806663
2020-05-04,209.3,210.23,206.38,209.64,706781
2020-05-05,211.6,214.89,210.35,210.74,525328
2020-05-06,212.0,212.69,208.15,210.17,497025
2020-05-07,212.67,216.64,211.33,213.4,401533
2020-05-08,216.05,219.0,214.12,218.21,374852
2020-05-11,215.77,216.76,213.05,214.38,445708
2020-05-12,215.0,216.11,205.71,205.75,750266
2020-05-13,202.2,203.48,197.14,199.47,1359911
2020-05-14,204.91,229.24,204.24,228.71,2393051
2020-05-15,225.85,230.66,222.88,227.42,1459884
2020-05-18,232.13,239.43,232.13,236.43,999205
2020-05-19,237.41,244.36,236.03,238.98,1054313
2020-05-20,240.6,243.48,238.76,240.53,952543
2020-05-21,241.59,245.72,240.81,242.56,544726
2020-05-22,241.57,242.13,239.68,240.65,436338
2020-05-26,249.12,254.99,247.15,252.73,854444
2020-05-27,254.95,256.96,247.33,251.58,750279
2020-05-28,252.07,254.64,250.08,251.72,484017
2020-05-29,251.5,251.5,243.09,247.96,1246798
2020-06-01,248.5,252.17,247.11,250.94,481401
2020-06-02,251.46,255.35,249.45,255.0,877138
2020-06-03,258.91,271.9,256.63,270.81,732784
2020-06-04,268.48,270.73,266.13,269.21,526716
