,open,high,low,close,volume
2022-02-10,99.52,102.09,99.48,100.18,1129081
2022-02-11,99.09,101.68,97.64,98.61,1254336
2022-02-14,100.24,100.74,96.9154,97.9,1291815
2022-02-15,98.91,100.67,98.91,100.17,658838
2022-02-16,100.14,101.76,99.48,100.49,756510
2022-02-17,99.22,99.65,96.4,96.79,940011
2022-02-18,96.4,97.765,95.28,95.86,1255563
2022-02-22,95.85,96.85,94.64,95.67,789648
2022-02-23,96.3,97.08,93.05,93.45,929541
2022-02-24,89.35,91.31,87.35,90.98,1899024
2022-02-25,92.01,96.0,91.77,95.54,1329271
2022-02-28,92.5,95.57,92.49,95.49,1455683
2022-03-01,94.31,94.73,87.135,87.59,2603848
2022-03-02,89.27,94.82,89.07,93.67,2110609
2022-03-03,93.78,94.92,92.34,93.37,1449842
2022-03-04,90.61,91.12,88.57,90.22,2024384
2022-03-07,89.09,90.22,84.44,84.5,2113275
2022-03-08,85.79,87.96,83.44,84.49,1766130
2022-03-09,87.93,89.65,87.49,88.23,1194027
2022-03-10,87.0,89.23,86.42,88.22,1162396
2022-03-11,89.17,90.91,87.96,88.04,1559348
2022-03-14,88.59,92.239,88.59,90.8,1567009
2022-03-15,91.69,92.365,89.72,91.8,1675366
2022-03-16,93.76,96.37,93.55,95.91,1503327
2022-03-17,94.01,94.9225,92.95,94.68,1360938
2022-03-18,94.43,95.27,91.64,94.95,4062792
2022-03-21,95.96,96.58,93.4,94.36,1132135
2022-03-22,95.6,97.52,95.28,96.03,860977
2022-03-23,95.1,95.955,93.085,93.37,1197512
2022-03-24,94.39,95.0,93.15,94.04,1228373
2022-03-25,94.34,97.415,94.16,97.04,1638627
2022-03-28,96.0,96.51,93.11,95.13,1330211
2022-03-29,97.18,97.52,94.67,95.35,1300524
2022-03-30,95.38,95.6,91.66,92.82,1582710
2022-03-31,92.58,93.81,90.33,90.43,1566743
2022-04-01,93.84,93.955,89.57,90.04,2124955
2022-04-04,89.86,90.285,87.8,89.27,1154169
2022-04-05,88.85,90.255,88.39,88.77,1011900
2022-04-06,88.44,88.68,87.21,87.65,1140447
2022-04-07,87.81,88.58,86.185,88.21,1531821
2022-04-08,88.52,89.42,87.67,88.57,1337035
2022-04-11,88.58,91.33,88.45,89.09,1079127
2022-04-12,88.97,90.54,87.46,87.99,1284639
2022-04-13,86.98,89.32,86.6241,89.13,1488039
2022-04-14,89.01,89.85,87.92,88.37,1268232
2022-04-18,88.3,89.18,87.78,88.26,1043384
2022-04-19,88.69,90.34,88.68,90.06,1800109
2022-04-20,87.05,88.33,86.25,87.1,2959689
2022-04-21,87.37,87.95,81.91,82.73,3355566
2022-04-22,82.63,83.06,80.84,80.97,2175220
2022-04-25,80.22,83.89,78.57,83.79,2595902
2022-04-26,82.66,84.835,81.77,82.09,2058676
2022-04-27,82.19,84.04,81.77,82.5,1650265
2022-04-28,84.11,85.025,81.69,84.66,2127346
2022-04-29,84.69,85.3085,81.66,81.9,1495042
2022-05-02,84.12,84.84,80.35,82.31,1637011
2022-05-03,82.87,84.05,81.83,83.14,1425183
2022-05-04,82.68,85.99,82.23,85.89,1518398
2022-05-05,84.93,85.0,80.87,82.93,1355965
2022-05-06,82.4,82.65,79.88,81.42,1182485
2022-05-09,79.92,80.38,77.59,78.74,1708366
2022-05-10,78.64,79.655,75.76,77.66,1173552
2022-05-11,77.93,79.97,75.99,76.0,1460600
2022-05-12,75.81,76.3,73.52,76.04,1778231
2022-05-13,77.38,77.7,75.53,76.26,1330954
