,open,high,low,close,volume
2020-01-02,75.39,75.82,74.88,75.79,1930629
2020-01-03,74.66,76.22,74.66,75.82,1411086
2020-01-06,75.45,76.27,75.44,76.24,1617074
2020-01-07,76.25,76.83,76.05,76.43,1412969
2020-01-08,76.63,77.69,76.63,77.21,1967470
2020-01-09,77.52,78.45,77.52,78.19,2504246
2020-01-10,78.41,78.77,78.002,78.26,2948625
2020-01-13,78.52,79.96,78.41,79.93,3173044
2020-01-14,77.93,79.61,77.02,79.06,2863768
2020-01-15,79.0,79.7,78.48,79.35,2010043
2020-01-16,80.04,80.08,77.65,78.08,4977924
2020-01-17,78.38,79.37,78.23,79.27,4436664
2020-01-21,79.27,80.41,78.32,80.14,2626733
2020-01-22,80.24,81.28,80.2,80.69,1467963
2020-01-23,80.14,80.73,79.82,80.59,2151314
2020-01-24,80.87,80.98,79.73,79.89,2283883
2020-01-27,78.57,79.87,78.26,79.37,2671547
2020-01-28,79.65,80.33,79.45,80.05,1740104
2020-01-29,80.36,80.4,79.63,79.79,2461731
2020-01-30,79.3,80.06,78.86,79.95,2967374
2020-01-31,79.28,79.98,78.65,78.86,2333244
2020-02-03,79.15,80.49,78.89,79.66,2113502
2020-02-04,80.32,81.03,80.06,80.79,2029580
2020-02-05,81.27,81.28,79.9,80.36,1596229
2020-02-06,80.82,81.09,80.615,80.85,983737
2020-02-07,80.88,80.97,80.26,80.42,1491554
2020-02-10,80.15,81.39,80.15,81.1,1415002
2020-02-11,81.4,81.63,80.42,80.62,1642191
2020-02-12,80.74,80.95,80.21,80.52,1773928
2020-02-13,80.2,81.07,80.0,80.27,1657465
2020-02-14,80.32,80.97,80.32,80.76,1169584
2020-02-18,80.7,80.73,80.12,80.29,2184498
2020-02-19,80.4,81.65,80.27,81.11,2054572
2020-02-20,80.93,81.485,79.95,80.44,2097681
2020-02-21,80.13,80.5,78.902,79.06,1845329
2020-02-24,76.99,78.57,76.365,77.45,1999699
2020-02-25,77.6,78.08,74.72,74.91,2164128
2020-02-26,75.34,76.9,74.77,74.79,3824196
2020-02-27,73.98,74.44,71.62,71.64,3192735
2020-02-28,69.92,71.24,68.85,71.24,4189713
2020-03-02,71.7,73.7,70.57,73.49,3649860
2020-03-03,73.45,74.615,71.01,71.21,2990042
2020-03-04,72.18,74.31,71.89,74.31,2981528
2020-03-05,72.73,73.61,71.24,71.9,2895886
2020-03-06,70.1,70.43,67.41,69.32,3717249
2020-03-09,64.72,64.72,60.0,60.68,9324313
2020-03-10,62.26,62.97,58.56,61.11,6060214
2020-03-11,59.31,61.6,58.305,59.58,4656965
2020-03-12,55.95,58.305,52.25,52.89,7527364
2020-03-13,55.84,56.42,53.0,55.97,5900824
2020-03-16,49.25,58.55,49.0,51.21,5713380
2020-03-17,52.44,58.24,51.29,54.95,5439082
2020-03-18,50.9,56.28,50.53,55.53,5904358
2020-03-19,54.62,55.59,51.42,52.16,3841869
2020-03-20,51.85,52.79,47.75,47.88,5446467
2020-03-23,48.24,50.83,44.81,45.4,6266211
2020-03-24,49.94,58.96,49.94,58.3,6714339
2020-03-25,58.06,62.43,57.02,58.2,4514642
2020-03-26,58.19,60.06,57.89,59.56,4072437
2020-03-27,57.69,60.44,57.01,59.05,2788735
2020-03-30,60.08,62.03,59.73,61.86,3740582
2020-03-31,61.59,62.28,59.04,60.0,3810166
2020-04-01,58.0,59.27,57.495,58.3,3652878
2020-04-02,57.7,60.89,57.7,60.63,2984393
2020-04-03,60.32,61.9,60.0,61.58,4267745
2020-04-06,64.37,65.0,62.7,64.47,2488216
2020-04-07,65.76,66.885,63.31,63.57,2474586
2020-04-08,64.18,64.83,62.84,64.37,1984317
2020-04-09,64.93,66.18,64.57,65.47,2419600
2020-04-13,64.7,65.2,63.63,64.39,1889222
2020-04-14,64.93,66.84,64.93,66.61,2559420
2020-04-15,65.15,65.91,64.46,65.03,2072917
2020-04-16,65.04,65.7,63.57,64.84,1988381
2020-04-17,67.04,67.37,65.9,67.17,3147578
2020-04-20,66.62,66.8,64.7,64.99,3145550
2020-04-21,63.9,64.26,62.545,62.57,2553612
2020-04-22,63.78,64.08,62.2,63.47,1866178
2020-04-23,63.79,65.8,63.72,64.99,3050793
2020-04-24,65.42,65.84,64.35,65.6,1894623
2020-04-27,66.32,67.525,66.188,67.17,2378524
2020-04-28,67.98,68.38,66.67,67.45,1808588
2020-04-29,68.22,68.65,67.65,68.29,1881604
2020-04-30,66.97,67.76,66.72,67.3,2784299
2020-05-01,66.36,66.62,65.0,65.3,1946757
2020-05-04,64.77,65.21,64.215,65.13,1628682
2020-05-05,65.54,66.41,65.35,65.62,2363378
2020-05-06,65.41,66.03,65.06,65.21,1205302
2020-05-07,65.95,67.11,65.95,66.32,1962657
2020-05-08,67.02,67.52,66.58,67.07,1485300
2020-05-11,66.5,68.03,66.5,67.54,1638477
2020-05-12,67.36,68.29,66.83,66.86,2280691
2020-05-13,66.56,67.38,65.84,66.22,1543425
2020-05-14,65.39,65.7,63.95,65.68,2383538
2020-05-15,65.19,66.78,65.02,66.56,3794878
2020-05-18,68.62,69.53,68.25,69.14,1819053
2020-05-19,69.02,69.31,67.23,67.25,1451166
2020-05-20,67.75,68.69,67.7,68.2,1338804
2020-05-21,67.88,68.58,66.88,67.09,1410348
2020-05-22,66.92,67.13,66.095,67.01,1330932
2020-05-26,68.34,68.85,67.72,68.21,2088125
2020-05-27,69.07,69.49,67.68,69.44,1947332
2020-05-28,69.98,70.0,68.95,69.11,1627430
2020-05-29,68.86,69.84,68.6,69.46,2347502
2020-06-01,69.79,70.6,69.24,69.92,1157807
2020-06-02,70.3,71.1,69.77,71.0,1490418
2020-06-03,71.39,72.89,71.058,72.66,1515048
2020-06-04,72.0,72.45,71.35,71.42,1492145
2020-06-05,73.37,73.92,72.69,73.56,2008085
2020-06-08,73.09,74.76,73.09,74.53,2452240
2020-06-09,74.07,74.07,72.68,73.11,1493614
2020-06-10,73.63,73.63,72.31,72.78,1524048
2020-06-11,71.43,71.43,69.15,69.26,1846906
2020-06-12,71.0,71.56,68.21,69.81,1578528
2020-06-15,68.14,70.61,68.03,70.37,2556621
2020-06-16,72.31,72.7,70.925,72.27,2197447
2020-06-17,72.62,72.8,71.3,71.6,1656797
2020-06-18,71.39,71.95,71.02,71.67,2058057
2020-06-19,73.26,73.97,72.01,72.03,3898898
2020-06-22,72.0,73.6,71.39,73.29,2874300
2020-06-23,74.0,75.69,72.535,72.77,4216709
2020-06-24,73.32,74.23,71.37,71.74,2925280
2020-06-25,71.41,73.15,70.77,72.95,2769990
2020-06-26,72.82,73.19,72.12,72.69,4040701
2020-06-29,73.26,73.26,72.34,72.82,1902856
2020-06-30,72.8,75.955,72.55,75.5,2998070
2020-07-01,75.88,76.31,75.3,75.84,2623549
2020-07-02,76.43,77.48,75.66,75.85,2058789
2020-07-06,77.01,77.24,76.22,76.68,1415044
2020-07-07,76.11,76.8,75.96,76.26,1599759
2020-07-08,76.37,76.65,75.64,76.45,1426397
2020-07-09,76.07,76.4,74.68,75.74,2149265
2020-07-10,75.44,75.75,75.06,75.64,1350476
2020-07-13,76.11,76.97,75.69,75.81,1649824
2020-07-14,75.43,76.94,74.96,76.89,1774902
2020-07-15,77.7,78.37,77.18,78.15,1849182
2020-07-16,77.85,77.85,76.91,77.47,1318347
2020-07-17,78.1,79.38,77.74,79.07,1839645
2020-07-20,78.66,79.56,78.29,79.52,2059591
2020-07-21,79.65,80.06,79.42,79.75,1753048
2020-07-22,79.48,80.35,79.48,80.2,1262477
2020-07-23,80.06,81.1,79.44,79.95,1690156
2020-07-24,79.95,80.16,78.94,79.56,1389644
2020-07-27,79.52,80.02,79.13,79.94,1902335
2020-07-28,79.51,80.28,79.245,79.91,1749860
2020-07-29,79.81,80.84,79.735,80.52,1654692
2020-07-30,79.49,80.47,78.97,80.13,865455
2020-07-31,80.17,80.74,79.23,80.73,1331249
2020-08-03,81.14,81.81,80.97,81.55,1181826
2020-08-04,81.77,82.2,81.06,81.98,1477810
