,open,high,low,close,volume
2020-01-02,69.49,69.49,68.41,68.96,873543
2020-01-03,68.35,69.18,68.16,69.05,438388
2020-01-06,68.64,69.0,68.42,68.95,650486
2020-01-07,68.82,68.9,67.65,67.69,686237
2020-01-08,67.8,68.59,67.74,68.17,574465
2020-01-09,68.37,68.62,67.96,68.57,905515
2020-01-10,68.54,68.55,67.74,67.86,620521
2020-01-13,67.71,68.38,67.7,68.11,903143
2020-01-14,67.97,68.66,67.72,68.29,1042132
2020-01-15,68.23,69.18,68.21,68.95,452966
2020-01-16,69.08,69.75,68.92,69.73,515204
2020-01-17,69.9,70.36,69.7,70.36,775348
2020-01-21,70.09,70.37,69.63,69.85,688507
2020-01-22,71.1,71.38,70.66,71.24,957056
2020-01-23,70.9,71.43,70.19,71.38,667338
2020-01-24,71.36,72.12,71.31,72.07,671184
2020-01-27,71.54,72.05,71.38,71.59,736557
2020-01-28,71.75,72.75,71.75,72.37,958549
2020-01-29,72.84,73.45,71.19,72.75,1009050
2020-01-30,72.4,74.66,72.12,74.58,747181
2020-01-31,74.32,74.8,73.24,73.53,939757
2020-02-03,73.95,74.89,73.86,74.39,994776
2020-02-04,74.79,75.83,74.53,74.84,750983
2020-02-05,75.31,76.26,75.11,76.19,643672
2020-02-06,76.32,77.39,76.32,77.18,637934
2020-02-07,77.04,77.94,76.94,77.81,813575
2020-02-10,77.86,78.79,77.84,78.76,801688
2020-02-11,78.85,79.41,78.83,79.28,773338
2020-02-12,79.18,79.18,78.47,78.64,521968
2020-02-13,78.53,79.33,78.31,79.32,726773
2020-02-14,79.32,79.44,78.83,79.4,802105
2020-02-18,79.4,79.82,79.11,79.36,740094
2020-02-19,79.52,79.92,79.28,79.48,478606
2020-02-20,79.19,79.41,77.52,78.07,1004594
2020-02-21,77.99,78.88,77.87,78.65,3374009
2020-02-24,77.83,78.44,76.95,77.04,1003183
2020-02-25,77.05,77.37,75.07,75.17,949088
2020-02-26,75.47,76.16,74.01,74.04,962319
2020-02-27,73.18,73.72,69.89,69.99,1024682
2020-02-28,68.49,69.04,66.12,67.14,2198311
2020-03-02,67.28,70.21,66.56,70.2,1162957
2020-03-03,70.1,71.23,67.65,67.96,1168663
2020-03-04,69.11,70.03,67.63,70.02,1313981
2020-03-05,68.37,68.47,66.24,66.79,1305314
2020-03-06,64.66,66.64,64.1,66.24,1255503
2020-03-09,62.71,62.71,59.29,60.3,1535632
2020-03-10,61.79,63.16,60.14,63.11,1269145
2020-03-11,61.21,61.39,57.87,58.15,1665110
2020-03-12,54.18,55.13,51.1,51.45,2032138
2020-03-13,53.98,56.4,50.54,56.18,1574051
2020-03-16,49.59,52.99,47.02,47.51,2110955
2020-03-17,48.81,53.26,47.02,53.19,1994370
2020-03-18,49.89,52.67,47.5,50.74,1963894
2020-03-19,50.06,50.88,48.01,48.45,1305941
2020-03-20,48.63,50.03,47.24,47.58,1822788
2020-03-23,46.77,47.34,43.05,43.36,1606527
2020-03-24,45.52,48.31,44.85,48.1,1182254
2020-03-25,47.87,49.66,45.68,47.52,1099311
2020-03-26,47.89,51.17,46.85,50.81,927399
2020-03-27,49.77,53.55,48.92,51.87,978385
2020-03-30,51.87,54.7,50.4,54.51,1247783
2020-03-31,53.6,54.16,51.05,52.17,3010500
2020-04-01,49.66,50.89,49.22,50.24,1335428
2020-04-02,49.62,52.09,49.52,50.68,1432140
